排名	ID	暱稱	等級	頭像	角色（稱號）	樓層	個人狀態	顏色
4420	5ee0e98b4e36502f5c51f551	她有對象先救我	37	aizen	藍染惣右介（五番隊隊長）	3		black
4421	5f0c8f2be864784a523df955	失智餒同學	37	kirito.fuckyou	桐人（幹你娘）	35	讓窗外的風 吹動每一個毛孔	black
4422	5edcf6097ca001307b466c77	悅寧	37	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	94	poi poi popoi	black
4423	5edceab089d6173087111509	凪の有栖	37	sinon.s	詩乃（冰之狙擊手）	25	博美幫 詩乃警局 FutYue女裝應援團 只友切	black
4424	6006d2dc18a2fe6aee2bfd87	小屁還	37	sinon.s	詩乃（冰之狙擊手）	15	認真以上禁止 否則出甚麼事情本帳教你做人	black
4425	5edcc890e878812ceb4f24fc	阿影AlanToria	37	aloKirito.s	ALO桐人（守衛精靈）	37		black
4426	5fe4bcfbd34b30273da14349	抹茶WeiWei	37	kirito.fuckyou	桐人（幹你娘）	0	一起汁妹	black
4427	5edcb704ff4f982ba008000b	RP難度	37	sinon.s	詩乃（冰之狙擊手）	25	1000	black
4428	6072fbc6d8dc682a2f7b4928	阿羅哈	37	stone	石頭（石頭）	6	white 	black
4429	5edcd5a009a13b2d6092f7dc	姆咪母咪星爆爆	37	connie	鎖鏈的康妮（第三層頭目）	25		black
4430	5eeb1a81b54c6b4d96f1dd58	7U	37	hina	天野陽菜（天氣之子）	12	すいちゃんは今日もかわいい	black
4431	5ee06e214e36502f5c4fe039	Xk	37	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	3	菜菜那麼可愛 為什麼要揍菜菜 	black
4432	5edd0057ee86f0319662e591	嗨壓苦瓜牛奶糖	37	xmasSinon.s	聖誕詩乃（聖誕狙擊手）	28		black
4433	608a1409d8dc682a2f85862c	色違鋼牙鯊	37	yuuki.s	有紀（絕劍）	19		black
4434	5edcb521ff4f982ba007fa01	惡魔貓男你今晚的惡夢	37	bradley	金·布拉德雷（大總統）	11	有切就好 感恩	black
4435	5ee07c42f8696e2f50bf0f26	夜不語	37	kirito3	桐人（就憑你這菜B8 笑死）	11	友  THANKS	black
4436	5edcee8e7ca001307b464de4	突破天際的大寶劍	37	kirito.fuckyou	桐人（幹你娘）	13	上上下下左右左右ba	black
4437	5edcb0a87ac4e62b084fedc7	賢	37	kirito3	桐人（就憑你這菜B8 笑死）	2	別殺我 殺我的開陽菜撞死你	black
4438	5edd774a47bd0432d499d51c	星爆人	37	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	哈哈 是我啦	black
4439	5f4358dc8cdf2007e44364c6	雛森我來了！	37	stone	石頭（石頭）	51		black
4440	5ef0c818670dbf059dbd408b	寶貝	37	honda.strongest	本多忠勝（戰國最強）	89	真的好想讀台大	black
4441	5f28490ddd548f638eaee99f	凌晨半夜1點28	37	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	87	爬塔中	black
4442	622051195d8eb3992a1f4324	水溝蓋下的變態	37	xmasKirito	聖誕桐人（聖誕快樂）	5	在水溝蓋下偷窺嘍	black
4443	5fded99a4011447fb745a8f2	UV	37	muguruma.s	六車拳西（九番隊隊長）	1	yoman專屬包，不必要時，別用	black
4444	5ee7be6f45730a26d242abd5	蝦？	37	alice	愛麗絲（整合騎士）	14		black
4445	5edcf1037ca001307b4657f9	BAO	37	bradley	金·布拉德雷（大總統）	25	鄵，我的隊友突然自盡了==	black
4446	62136f435d8eb3992a1ac55b	不要超渡我啦	37	armour.s	萊納·布朗（鎧之巨人）	1		orange
4447	5ee189e2ca8d674b999236fb	燕月	37	leafa2.s	莉法（風精靈）	99	坐11修2坐21修2坐9修1樓1到52	black
4448	5edf0cb6cd85501e50c90c4c	阿我就香腸嘴阿	37	sado	茶渡泰虎（空座第一高校學生）	1	有切切死人了	black
4449	5f283b8cdd548f638eaedc0c	MAXMAX	37	sinon.s	詩乃（冰之狙擊手）	3	刷小號的請勿度 會復仇 	black
4450	5eef20c5c1798b305b8a979e	我也不知道我又不是東方廚	37	hitsugaya	日番谷冬獅郎（十番隊隊長）	1	友切啦拜託	black
4451	5fb49197ea778826f7d6356c	NMSLALA	37	klein.s	克萊因（風林火山會長）	3	友好切搓	black
4452	5ef2ecbc670dbf059dc1c1d5	家家	37	kirito.fuckyou	桐人（幹你娘）	0	石頭怪	black
4453	5ef76fb26169130b475df9f8	悲風	37	busuna	聖誕巴士（巴士）	137	21A｜練角	black
4454	5edcb292ff4f982ba007f2dc	豪可可	37	eugeo.s	尤吉歐（上級修劍士）	99	哈哈屁眼	black
4455	5ee072ab4e36502f5c4ff089	莫多嗨呀哭	37	klein.s	克萊因（風林火山會長）	20		black
4456	5eea1586c42bd4201951340a	atiger阿虎	37	geodude	星爆小拳石（岩石寶可夢）	3	這是小帳 友切感謝 被打死會復仇到你退坑 不建議你送頭	black
4457	5fdcb5ca587a762aa587765b	歉幹的小號	37	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	48	隨便用 還有歉幹的二號也可用 ㄐㄐ	black
4458	60f5ca76d8dc682a2fb155c5	昨夜西風凋碧樹	37	stone	石頭（石頭）	99	心中無女人 拔刀10自然神｜所以現在是農點時間	black
4459	5edccf1509a13b2d6092dd93	橘喵	37	graveler	星爆隆隆石（岩石寶可夢）	25	休閒隆隆包 這次懶的手工 勤勞點的話1級5野可以把敏壓到0 	black
4460	5ede1a7a90204613631a2eb9	模多嗨呀哭	37	stone	石頭（石頭）	99	すいちゃんは今日haachamachama余不是DD啦aru	black
4461	5ee59198b182872e894d5942	Hsu	37	hina	天野陽菜（天氣之子）	1	友切就好 我只想爬塔QQ	black
4462	5edcba26ff4f982ba0080b6d	買技甚麼時候才能滿房	37	recon.s	雷根（風精靈）	40	蕭告幫｜加入了酷酷的幫會呢	black
4463	5ee212e8763fe258dc301304	天上天下唯我獨尊丸	37	hitsugaya	日番谷冬獅郎（十番隊隊長）	7		black
4464	5edcb428e509b22bac088958	林聖瀧	37	bradley	金·布拉德雷（大總統）	20	友切死亡率也太高	black
4465	5eddb82e47bd0432d49a5ba5	雨陳	37	busuna	聖誕巴士（巴士）	137	21A｜練角	black
4466	5edcb03b23815f2b14adb90c	sky流星	37	silica.s	西莉卡（馴獸師）	99	願你的道路上，有著無比璀璨的祝福與詛咒	black
4467	5fb5c79bea778826f7d6debb	enez	37	hina	天野陽菜（天氣之子）	1	Neko	black
4468	5f97838652aeed52b53eda76	GTX3090ti	37	xmasKlein	聖誕克萊因（聖誕武士）	75	這世界糟的一塌糊塗	black
4469	5eeb39c909dc770b421494f4	blackrxz1	37	kirito.fuckyou	桐人（幹你娘）	0		black
4470	5edcbdb5ff4f982ba00815af	YDC0326	37	kirito3	桐人（就憑你這菜B8 笑死）	51		black
4471	5edcb2c7e509b22bac0885aa	マーナガルム	37	sinon.s	詩乃（冰之狙擊手）	1		black
4472	5ee6f02bf0ad39571a02cdc8	白天賣香腸，晚上大甲媽	37	geodude	星爆小拳石（岩石寶可夢）	1	敢打死我就烙兄弟幹你	black
4473	5edcc754e878812ceb4f203b	高収入ギバラ	37	kirito3	桐人（就憑你這菜B8 笑死）	15	關虎徹六人眾之一・開始走超渡流	black
4474	5eeed316e025463067c47012	望月星夜	37	eugeo.s	尤吉歐（上級修劍士）	49	回坑｜50F怎麼打～	black
4475	5edcd9f109a13b2d6093095f	廷廷	37	alice	愛麗絲（整合騎士）	25	ㄐㄐ	black
4476	5edd09488f7b9e318a509048	小顆粒	37	alice	愛麗絲（整合騎士）	51	找隊友55	black
4477	5eec7a8369902f280fc63fdf	青裊	37	kibaou.s	牙王（艾恩葛朗特解放軍副團長）	51	身為精靈王有精靈後宮是理所當然的吧	black
4478	5ef9e982f47db046785cf94d	在衝浪的神吊嘎	37	kirito3	桐人（就憑你這菜B8 笑死）	25	想爬塔 別切	black
4479	5edcc6a5e7d7082cdf65c22a	殘望星	37	alice	愛麗絲（整合騎士）	25	練等 爬塔 ING 怎麼現在那麼難練阿 友切OR認真 謝謝	black
4480	5ef5789b81056c0236fea1f7	狂暴奶妈	37	silica.s	西莉卡（馴獸師）	1		black
4481	5eef4593e025463067c5d308	修蛋幾咧	37	klein.s	克萊因（風林火山會長）	1	勿超渡 真的	black
4482	5edcc3fbe7d7082cdf65b899	死亡刀客	37	bradley	金·布拉德雷（大總統）	50	求15層隊友	black
4483	5ee8d63f899adb35c31648e4	QREQA	37	aizen	藍染惣右介（五番隊隊長）	1	友切	black
4484	5edcc4d7e878812ceb4f16d1	64155641	37	aloKirito.s	ALO桐人（守衛精靈）	25	再見了超渡流	black
4485	5f18e4d6588db701903994bf	marcochiu5	37	asuna.s	亞絲娜（閃光）	0		black
4486	61b603cdcd5e087f62d9d998	gantowan	37	eugene.s	尤金（猛炎之將）	25	衝阿爬塔	black
4487	5edcef0a89d61730871126e1	他們那暗黑深邃的幻想	37	asuna.s	亞絲娜（閃光）	0	Deep Dark Fantasy 友切 	black
4488	5eff2d4b2191a754238dc1d2	Nosrak	37	hitsugaya	日番谷冬獅郎（十番隊隊長）	1		black
4489	615a84fccd5e087f62ad2a3b	ACA	37	kirito.fuckyou	桐人（幹你娘）	0	I wanna always stay with you	black
4490	5ee25e272ce79a5f27597536	震	37	hatsumi	初見泉（浮雲）	4		black
4491	5edcc238e7d7082cdf65b272	給庫	37	klein.s	克萊因（風林火山會長）	6	友切或認真對決 拜託	black
4492	5ef6dca760284928e545b0f3	同意拉哪次不同意	37	asuna.s	亞絲娜（閃光）	4	怎麼我的桐人殺不死我的亞斯娜	black
4493	5ee38c024bf44b6e9db3e73b	愚蠢的歐豆豆	37	sinon.s	詩乃（冰之狙擊手）	1	大雞雞與世無爭	black
4494	5ede1d3bbf64e5136f4890da	Dexun	37	graveler	星爆隆隆石（岩石寶可夢）	1		black
4495	5eedda1fe025463067c23654	henry558	37	bradley	金·布拉德雷（大總統）	1		black
4496	5edcb708ff4f982ba0080015	斬流氣爆星	37	alice	愛麗絲（整合騎士）	1	建議最多友切	black
4497	5f083faa1cfa8a251464cb97	康奈	37	hina	天野陽菜（天氣之子）	2	不小心殺到的抱歉	black
4498	5ef3eb74f08d8b3372ac2eda	10頻專用超渡包	37	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	1	你想碰這渡包 先@DVD寄女裝給他	black
4499	61658740cd5e087f62b21d8c	一根小黃呱	37	kirito.s	桐人（獨行玩家）	25	剛布	black
4500	5ee3eeca4bf44b6e9db51ac9	荒夜	37	asuna.s	亞絲娜（閃光）	0	再超度我 妳全家火葬場	black
4501	5eef772ec1798b305b8bc03f	Kirone	37	uwKirito2.s	Underworld桐人（黑衣劍士）	48	文盲死亡荔枝 玩個遊戲而已 別那麼生氣 我都被你逗樂了	black
4502	5f7fca68ac049e43feb37029	youu	37	lisbeth	莉茲貝特（鍛造師）	1	09悠悠的包 要使用的DC找我	black
4503	5f002d5da8175523ecb17411	Test123	37	kirito.s	桐人（獨行玩家）	0		black
4504	5ee1bfd4da139e4ba5541363	嘎抓	37	geodude	星爆小拳石（岩石寶可夢）	1	Zero	black
4505	5ee1262eca8d674b9991a1e3	伊洛特	37	kirito.fuckyou	桐人（幹你娘）	0	對不起 真的對不起	black
4506	5ee9ec425e8cde45021f65a5	JeffreyOuO	37	yuuki.s	有紀（絕劍）	4	各位大哥，請用友切，認真會死人呀QQ	black
4507	5f095ed84ec16168ad9951b8	想轉生成弟弟	37	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	七彩礦魚抱歉友切死人QQ	black
4508	61e2c57e5d8eb3992a0664bd	LG49	37	sado	茶渡泰虎（空座第一高校學生）	0	友切	black
4509	61e266565d8eb3992a062f31	LanGan	37	gorilla	猩爆戰象（第15層頭目）	0	友切	black
4510	5edcb52ae509b22bac088c59	喝酒傷身不喝傷心	37	asuna.s	亞絲娜（閃光）	3		black
4511	5f7f0546ac049e43feb3148c	臭雞123	37	asuna.s	亞絲娜（閃光）	0		black
4512	5ee19e1dca8d674b99927a9d	Sinby	37	kirito3	桐人（就憑你這菜B8 笑死）	1	目標70等，拜託別殺我，只友切，盡量還是不要打我，專打朋友帳	black
4513	5edcbffeceb1232c70397a30	佐藤杏樹	37	kirito3	桐人（就憑你這菜B8 笑死）	4		black
4514	5ee1dc636dbf4655d6c5bd3e	株式會社	37	muguruma.s	六車拳西（九番隊隊長）	0	輕鬆練 輕鬆玩	black
4515	5ee3bb070867086e91cceea9	阿姆死特膽	37	yuuki.s	有紀（絕劍）	20	麻煩友切	black
4516	5ee4c2a9d887587d92953363	黑色轎車	37	diavel	提亞貝魯（第一層攻略戰領導）	1	刷勝場，DC灰燼 5087	black
4517	5f27cc72573e075b9f8a579b	fangkozz	37	kirito.fuckyou	桐人（幹你娘）	0	汁不到 幹	black
4518	5edf244bcd85501e50c95c8c	炸蝦蝦	37	hatsumi	初見泉（浮雲）	10	和平，有善，包容	black
4519	60cc61bcd8dc682a2fa0b627	煙節巨棒	37	muguruma.s	六車拳西（九番隊隊長）	49	晚你爸安啊陳彥傑	black
4520	5ee4ceef192615039c31e351	老千	37	stone	石頭（石頭）	3		black
4521	5edcaf4e23815f2b14adb84d	你麻糬了	37	kirito.fuckyou	桐人（幹你娘）	0		black
4522	5f153ed6b157716ee1cf7900	燚3	37	yuuki.s	有紀（絕劍）	0	有切plz 讓我到25啦	black
4523	5efecc3d58e3671fb765d7ea	人生百味	37	recon.s	雷根（風精靈）	94	02  成為轉生點霸權的第一 步205好菜啊沒愛了	black
4524	5f6f3d360364550d73bc0517	紐恩十三隊六番隊隊長	37	blackRabbit	黑色雜燴兔（超稀有S級食材）	1		black
4525	5edd0c58ee86f0319663127e	雞雞雞	37	bradley	金·布拉德雷（大總統）	0		black
4526	5f15fc1ab3e91e06cc04b576	danchiel	37	muguruma.s	六車拳西（九番隊隊長）	49	友切感謝｜歸屬感真小 又正巧沒有退路	black
4527	5f0d6afecd69394a5ea885b8	燚1	37	kirito.s	桐人（獨行玩家）	0	私人團超渡包	black
4528	5edd1feb47bd0432d4997499	純文字討論	37	xmasAgil	兩隻麋鹿（聖誕麋鹿）	49	50層勿擾｜一直降層輪迴%@！@%；%？@%	black
4529	5ee2567c0caeb15f33906d00	JoFz16	37	alice	愛麗絲（整合騎士）	0		black
4530	5f041d5b8187af24ad2598fe	帥氣蛋蛋	37	yuuki.s	有紀（絕劍）	0	友切 敢超渡我渡你全家	black
4531	5edcb0efe509b22bac08819b	汪克列斯	37	bradley	金·布拉德雷（大總統）	0	請友切  謝謝qq	black
4532	5edcbdf3ff4f982ba008168b	Accelerator	37	honda	本多忠勝（德川四天王）	97	隨便揍 二度退坑	black
4533	5edccea65478d62d6cf7f423	TA	37	hatsumi	初見泉（浮雲）	49	止まるんじゃねぞ！	black
4534	5edcb06b23815f2b14adb94c	魯阿	37	bradley	金·布拉德雷（大總統）	0	各位拜託別超渡我   友切不好嗎	black
4535	5f45c12d9c1c1841bd7cbaad	tofu	37	eagle	陸行戰鬥鷹（第41層頭目）	49	別渡我，不然你死定了	black
4536	5f4a4d519c6d95374c290940	唧筒座之兔	36	rabbit	雜燴兔（超稀有S級食材）	0	中國人沒有一個是無辜的	black
4537	5edcc75ce878812ceb4f2058	你強任你強	36	asuna.s	亞絲娜（閃光）	28	有切  I  推BOSS	black
4538	5edcaf887ac4e62b084fec7a	村民A	36	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	25		black
4539	5ede3b8f315f05158bb2eb28	沒用沒用沒用	36	hitsugaya	日番谷冬獅郎（十番隊隊長）	0		black
4540	5ee053a94052692def0e19d3	雜草	36	sunsetAndTwoSwords	夕陽下的雙刀（闡釋者與閃爍之光）	48		black
4541	5ee037da5bb5a5248b4fee14	crazyJimmy	36	hina	天野陽菜（天氣之子）	3	友切or認真  我有陽菜你沒有 我肝了一個禮拜	black
4542	5fab2fadc327997354770912	666666666	36	kirito3	桐人（就憑你這菜B8 笑死）	0	私人經驗包別碰，打本帳黃名	black
4543	5eedbcb644a72546c68d781b	237600	36	aizen	藍染惣右介（五番隊隊長）	41		black
4544	5edd89e2e9ef5d32c8b7bb7e	FutYue	36	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	48	Fut	black
4545	5edcb70ce509b22bac08927e	12332112323	36	yuuki.s	有紀（絕劍）	7	 歡迎友切 	black
4546	5fcb83a4a4f1ef69f87319ab	氣爆星流斬壹之行瓦斯外洩	36	eagle	陸行戰鬥鷹（第41層頭目）	48		black
4547	5edcee4c89d61730871123d9	浩克－肉體超渡	36	kirito3	桐人（就憑你這菜B8 笑死）	48	一起全智藍染 修行樓層 就能過了	black
4548	5eded8ca3e97a717f24a4f69	神無月	36	muguruma.s	六車拳西（九番隊隊長）	49	5丨友切丨你們好像都忘了誰才是真正的贏家	black
4549	5eddcce147bd0432d49a95d3	工作好累	36	sinon.s	詩乃（冰之狙擊手）	1		grey
4550	5edcb185e509b22bac0882c8	tutu	36	asuna.s	亞絲娜（閃光）	15		black
4551	5efe88e658e3671fb7656280	幹幹幹幹幹	36	honda	本多忠勝（德川四天王）	48	不要再哈啦	black
4552	619ad9d2cd5e087f62cd2d21	DreamFantasy	36	bradley	金·布拉德雷（大總統）	7		black
4553	5edfb62c2316a3247fc1df46	封弊者就是我	36	godRecon.s	神（神）	199	我是獨角獸	red
4554	5eeccdf939fa2804e0c2d376	星爆貓	36	aloAsuna.s	ALO亞絲娜（水精靈）	96	友切	black
4555	5ee232d604265c5c11bf342f	天羽美羽	36	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	87	友切お願い 	black
4556	5ef6ca4860284928e5458439	往後跑動拉開距離	36	rosalia	羅莎莉雅（西莉卡的隊友）	7	濕乃 被渡了就到詩乃群TAG草	black
4557	5ee24220b9fc175d01feeb55	UUUUUUU	36	reiner.s	萊納·布朗（104期訓練兵團成員）	4	超渡小號變身 友善巨人 只想爬塔	black
4558	5f50fe7f03a17b2d98db6f30	幹垃圾小胖	36	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	35	SHAAAAARKKK	black
4559	5ee72e408d03ef74a63b83f6	DonvlousJ	36	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	37	友切	black
4560	5eddcfb3e9ef5d32c8b869a6	你全家都是可憐人	36	bradley	金·布拉德雷（大總統）	14		black
4561	5edcb536ff4f982ba007fa45	點兔騎士	36	sinon.s	詩乃（冰之狙擊手）	19	開始種耳朵	black
4562	5edd12c08f7b9e318a50b146	來阻止我啊YAGOO	36	sinon.s	詩乃（冰之狙擊手）	7	安穩友切ぺこ虐	black
4563	5ee86b76b817774e691d5f16	SilverCrow	36	kirito.fuckyou	桐人（幹你娘）	15	因為心死了，所以人也壞掉了	black
4564	5edcb1e5e509b22bac088393	睡睡龍	36	gorilla	猩爆戰象（第15層頭目）	18	欸不是他媽我缺龍門幣就欠人打是不是 	black
4565	5ef15cbfde8dd905912e1a90	洪恩	36	sinon.s	詩乃（冰之狙擊手）	13	友切友切	black
4566	5edcc05bceb1232c70397b54	喵咪	36	kirito.fuckyou	桐人（幹你娘）	18	請友切謝謝您	black
4567	5edcca9009a13b2d6092cc19	可以	36	sinon.s	詩乃（冰之狙擊手）	4	EDF6 2021	black
4568	5fc22844b6b85c323e298374	櫻京泰嫦	36	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	19	荔枝超可愛的啦	black
4569	5edcd2005478d62d6cf80143	天下第一宗哥	36	bradley	金·布拉德雷（大總統）	30	04｜あ｜天譴夢魘冥王	black
4570	5eecd31562645404ce99fcdc	默默030	36	kirito3	桐人（就憑你這菜B8 笑死）	1	 求友切解成就	black
4571	5f1eb6ae0f075f0e4034d50c	相簿	36	xmasKirito	聖誕桐人（聖誕快樂）	19		black
4572	5ef4c3e84700547c8718db35	奶奶妹	36	bradley	金·布拉德雷（大總統）	3	一打生啤酒	black
4573	5f6c7e8054073b0d67c01117	DD推貓又白上	36	honda	本多忠勝（德川四天王）	41	Undertale 六週年 充滿了決心 爬塔中	black
4574	5edcd48209a13b2d6092f367	YODA	36	eugene.s	尤金（猛炎之將）	6	DoDoLuu爽嗎 當瘋狗好爽 石頭打王有夠爛	black
4575	5ede2792bf64e5136f48bc10	快	36	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	37	老帳號	black
4576	5edf86a9b5202d23e946d0cf	Kibaou	36	graveler	星爆隆隆石（岩石寶可夢）	4		black
4577	5edcbc4aff4f982ba0081168	新年星爆凱留	36	leafa2.s	莉法（風精靈）	45	我每天要伐2000下 這是我的天職	black
4578	5ee4900c2a1f657d86b60924	醫學系兔肉解剖者	36	hatsumi	初見泉（浮雲）	3	友切plz，要來殺小帳解角囉	black
4579	5eedcd72c1798b305b8744c4	皮蛋教教主大人	36	xmasKirito	聖誕桐人（聖誕快樂）	41	快樂皮蛋	black
4580	5edccafe5478d62d6cf7e5d9	武昌林傑	36	klein.s	克萊因（風林火山會長）	13	我要內射妳！上吧！太刀一黑炎丸！！	black
4581	5f03f9273cc2742942c04c56	satoshi	36	sunsetAndTwoSwords	夕陽下的雙刀（闡釋者與閃爍之光）	45	我永不敗北	black
4582	5edcd3b309a13b2d6092f037	席巴魯茨艾森耶卡	36	kirito.fuckyou	桐人（幹你娘）	13	立ち上がれもう一度！何度でも！	black
4583	5edcf6a589d61730871145b3	陳冠希	36	kirito.s	桐人（獨行玩家）	45	哈哈哈哈哈哈哈哈哈哈哈哈自哈哈哈哈哈哈哈哈哈哈哈哈	black
4584	5f6ded0654073b0d67c0c782	265小帳1	36	kirito74.s	難道只能使出那一招了嗎（拜託了 幫我撐十秒）	69	狀態有說不能打就不打 DC@鼎大	black
4585	5ee0e8fa4e36502f5c51f277	WJE	36	kirito3	桐人（就憑你這菜B8 笑死）	4	天才小釣手	black
4586	5eddbd2047bd0432d49a6a1b	克麗亞爾	36	fish	努西（湖泊之王）	45	魚｜佛系農成就	black
4587	5f16f3a4d3b60366d39c9496	danchiel2	36	fish	努西（湖泊之王）	45	友切感謝｜歸屬感真小 又正巧沒有退路	black
4588	610a3e0ad8dc682a2fb96e3c	冉羽熙	36	blackRabbit	黑色雜燴兔（超稀有S級食材）	4		black
4589	5f11348e2478745e9cd3e567	大家大	36	rabbit	雜燴兔（超稀有S級食材）	45	讓我扒塔先  拜託別殺	black
4590	5edcb265e509b22bac0884b8	Leon	36	kirito.s	桐人（獨行玩家）	45		black
4591	5edceede89d6173087112627	尼克福瑞－超渡局局長	36	aizen	藍染惣右介（五番隊隊長）	45	45層找隊友 切磋我說要組隊 直接設就好	black
4592	5f34037f6f50bb2dc1f77e11	JORUNO	36	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	45	嗨泡	black
4593	61357674f6384ab534dc1474	dwOuOwK87	36	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	45	爬塔	black
4594	6162fb54cd5e087f62b0efea	浸水小精靈	36	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	45	解角色 歡迎友切	black
4595	5edcba63e509b22bac089efc	沒有S食材只有生食級	36	agil.s	艾基爾（道具店老闆）	6	目前還沒拿到兔子所以請見量=w=	black
4596	5edcb97fe509b22bac089ba7	Yee12345	36	eugeo.s	尤吉歐（上級修劍士）	2	當我拿起第二把劍，所有人都得倒下	black
4597	5ee21b60763fe258dc3038b1	姆咪一完美姆咪世界	36	recon.s	雷根（風精靈）	41	姆～咪～！辛苦大家了！想爬塔，希望大家先不要切	black
4598	5edcb8c7e509b22bac0898c2	Fniar	36	stone	石頭（石頭）	91	希望會飛的角色能追擊會起飛蓄力的BOSS	black
4599	5edceee289d617308711263e	13579	36	geodude	星爆小拳石（岩石寶可夢）	6		black
4600	5edf1853cd85501e50c93391	璃霜	36	sinon.s	詩乃（冰之狙擊手）	6		black
4601	5edcb7d6e509b22bac089559	這天	36	eugene.s	尤金（猛炎之將）	20		black
4602	5edfef0d5bb5a5248b4f823f	Doge	36	geodude	星爆小拳石（岩石寶可夢）	6		black
4603	61155967d8dc682a2fbdfa7d	女裝大老	36	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	13	69	black
4604	5edce86f7291892f4e5c30ec	MyLoveIU	36	kirito.fuckyou	桐人（幹你娘）	0	友切別人被反殺 讚讚（友切限定	black
4605	5edcc270e7d7082cdf65b328	啾四要把妹	36	sinon.s	詩乃（冰之狙擊手）	6	汁妹高手	black
4606	5f645a6d00d0e76d0bede4b0	我不會星爆763	36	graveler	星爆隆隆石（岩石寶可夢）	6	1234	black
4607	5edcc8d2e878812ceb4f25f8	亞絲娜上車	36	hatsumi	初見泉（浮雲）	0	最後生還者2 喬爾被猩猩殺掉 艾利被猩猩咬掉手指	black
4608	5ede0593902046136319dde2	彼方	36	uwKirito2.s	Underworld桐人（黑衣劍士）	41	我可是boss呢！	black
4609	5f62405846d8f06d173959ad	噓啦哪次不噓的	36	aloKirito.s	ALO桐人（守衛精靈）	37	尻尻16連擊	black
4610	5ee7f91c45730a26d242dbf8	Wwwesd	36	bradley	金·布拉德雷（大總統）	20		black
4611	5edcd8455478d62d6cf81ad9	戀戀天下第一	36	hatsumi	初見泉（浮雲）	20		black
4612	5ede3f3b315f05158bb2fc32	世界第一的雷神殿下	36	eagle	陸行戰鬥鷹（第41層頭目）	41	這個地方越來越星爆了｜七海真的是天使	black
4613	5ef877b574054f3c56a32e07	說點小雞ba話	36	kirito.fuckyou	桐人（幹你娘）	0	解任務中 請到認真就好	black
4614	5edf35d8f038151e5c3a981c	啊哈哈哈哈	36	kirito3	桐人（就憑你這菜B8 笑死）	3		black
4615	5eecb03e4161893036f8de91	4846	36	kibaou.s	牙王（艾恩葛朗特解放軍副團長）	11		black
4616	5ee256ce0caeb15f33906e6c	家暴魔人迪亞布羅	36	bradley	金·布拉德雷（大總統）	13		black
4617	5edcb655ff4f982ba007fdb3	川空琉	36	sunsetAndTwoSwords	夕陽下的雙刀（闡釋者與閃爍之光）	19	好耶	black
4618	5edd07a58f7b9e318a508a8b	文錦	36	muguruma.s	六車拳西（九番隊隊長）	37		black
4619	5eeef183c1798b305b8a00bd	早安啦幹	36	xmasSilica.s	聖誕西莉卡（聖誕馴獸師）	41	爬塔 請有切	black
4620	5f003289a8175523ecb17eeb	番號移動機	36	lisbeth	莉茲貝特（鍛造師）	91	隨意包	black
4621	5edcc99b5478d62d6cf7e066	樹蛙孤逃	35	ggoKirito.s	GGO桐人（第3屆BoB冠軍）	41	殺超渡包紅字的	black
4622	5edef88402edf71db4b7d2a0	肉牛肉	35	gorilla	猩爆戰象（第15層頭目）	89	友切就好，我想推塔	black
4623	5f94db9c65170852a9c44a21	呵呵我是超渡包04	35	rabbit	雜燴兔（超稀有S級食材）	6	現在那幾個帳全部都是放置= =	black
4624	5edcd91a5478d62d6cf81e3b	冠維洗澡拍屁屁	35	aloKirito.s	ALO桐人（守衛精靈）	41	慢慢來 幹你娘不要在我面前玩樂高	black
4625	5eed2b3e62645404ce9aa709	星爆地瓜湯	35	hatsumi	初見泉（浮雲）	12	幹你妹的我要爬塔不要再超度了，是在哭嗎	black
4626	5f020b3d3cc2742942bd92ca	Abureto削除	35	hatsumi	初見泉（浮雲）	18	這就是 我反應的極限 仍無法雙刀星爆	black
4627	5edce9d77ca001307b463aed	肉牛	35	gorilla	猩爆戰象（第15層頭目）	89	在我的桐人死掉已經是稀鬆平常的事了	black
4628	5f241c1a37b1ef5437f21d17	紫舞痕	35	silica.s	西莉卡（馴獸師）	20	請友切 爬塔	black
4629	5edcd39c5478d62d6cf8079f	VN	35	kirito3	桐人（就憑你這菜B8 笑死）	41	友切啦= =	black
4630	5ee20bb94d64a958d0ed9f50	我不是衝動	35	kirito3	桐人（就憑你這菜B8 笑死）	40	 友切謝謝 	black
